"";"gene_id";"gene_type"
"1196386";"ENSG00000230302.2";"pseudogene"
"1196389";"ENSG00000230418.2";"pseudogene"
"1196392";"ENSG00000238882.1";"snRNA"
"1196395";"ENSG00000222117.1";"miRNA"
"1196398";"ENSG00000235901.2";"pseudogene"
"1196401";"ENSG00000204250.3";"lincRNA"
"1196408";"ENSG00000232242.2";"pseudogene"
"1196412";"ENSG00000234269.2";"pseudogene"
"1196415";"ENSG00000155833.10";"protein_coding"
"1196459";"ENSG00000229830.1";"pseudogene"
"1196462";"ENSG00000225564.2";"lincRNA"
"1196484";"ENSG00000226566.2";"lincRNA"
"1196489";"ENSG00000253031.1";"rRNA"
"1196492";"ENSG00000270332.1";"lincRNA"
"1196499";"ENSG00000136824.14";"protein_coding"
"1196752";"ENSG00000242111.1";"pseudogene"
"1196763";"ENSG00000203396.3";"pseudogene"
"1196766";"ENSG00000186881.2";"protein_coding"
"1196774";"ENSG00000148136.5";"protein_coding"
"1196781";"ENSG00000204246.2";"protein_coding"
"1196789";"ENSG00000186943.1";"protein_coding"
"1196796";"ENSG00000237443.1";"pseudogene"
"1196799";"ENSG00000255800.1";"protein_coding"
"1196807";"ENSG00000257019.1";"protein_coding"
"1196815";"ENSG00000136839.1";"protein_coding"
"1196822";"ENSG00000273423.1";"pseudogene"
"1196825";"ENSG00000235248.2";"pseudogene"
"1196828";"ENSG00000179055.5";"protein_coding"
"1196836";"ENSG00000188712.3";"pseudogene"
"1196842";"ENSG00000136783.9";"protein_coding"
"1196863";"ENSG00000165028.7";"protein_coding"
"1196905";"ENSG00000165029.11";"protein_coding"
"1197052";"ENSG00000226334.1";"antisense"
"1197056";"ENSG00000230013.1";"lincRNA"
"1197060";"ENSG00000201583.1";"misc_RNA"
"1197063";"ENSG00000238208.1";"pseudogene"
"1197068";"ENSG00000070214.11";"protein_coding"
"1197258";"ENSG00000106701.7";"protein_coding"
"1197493";"ENSG00000229419.1";"pseudogene"
"1197496";"ENSG00000228317.1";"antisense"
"1197501";"ENSG00000106692.9";"protein_coding"
"1197689";"ENSG00000186051.4";"protein_coding"
"1197697";"ENSG00000095209.7";"protein_coding"
"1197766";"ENSG00000228366.1";"pseudogene"
"1197769";"ENSG00000232486.1";"pseudogene"
"1197773";"ENSG00000228948.2";"pseudogene"
"1197779";"ENSG00000225002.2";"lincRNA"
"1197783";"ENSG00000234323.1";"lincRNA"
"1197797";"ENSG00000229297.1";"lincRNA"
"1197801";"ENSG00000237062.1";"lincRNA"
"1197805";"ENSG00000234229.3";"lincRNA"
"1197819";"ENSG00000200131.1";"misc_RNA"
"1197822";"ENSG00000228143.2";"pseudogene"
"1197825";"ENSG00000212276.1";"rRNA"
"1197828";"ENSG00000148143.8";"protein_coding"
"1198018";"ENSG00000242631.2";"protein_coding"
"1198026";"ENSG00000230782.1";"antisense"
"1198036";"ENSG00000231562.1";"pseudogene"
"1198039";"ENSG00000223615.2";"pseudogene"
"1198042";"ENSG00000225531.1";"pseudogene"
"1198045";"ENSG00000226047.1";"lincRNA"
"1198050";"ENSG00000226535.1";"pseudogene"
"1198053";"ENSG00000119318.8";"protein_coding"
"1198139";"ENSG00000226825.1";"lincRNA"
"1198148";"ENSG00000263459.1";"miRNA"
"1198151";"ENSG00000213558.3";"pseudogene"
"1198154";"ENSG00000199905.1";"snRNA"
"1198157";"ENSG00000136826.10";"protein_coding"
"1198198";"ENSG00000236005.1";"pseudogene"
"1198202";"ENSG00000227350.1";"pseudogene"
"1198205";"ENSG00000202308.1";"snRNA"
"1198208";"ENSG00000214645.3";"protein_coding"
"1198218";"ENSG00000222558.1";"snRNA"
"1198221";"ENSG00000244104.2";"misc_RNA"
"1198224";"ENSG00000231293.1";"pseudogene"
"1198227";"ENSG00000233727.1";"pseudogene"
"1198231";"ENSG00000222459.1";"rRNA"
"1198234";"ENSG00000236783.1";"pseudogene"
"1198237";"ENSG00000213557.4";"pseudogene"
"1198240";"ENSG00000237360.2";"pseudogene"
"1198243";"ENSG00000230030.1";"lincRNA"
"1198247";"ENSG00000222512.1";"miRNA"
"1198250";"ENSG00000169253.3";"pseudogene"
"1198253";"ENSG00000231678.2";"lincRNA"
"1198257";"ENSG00000231810.1";"pseudogene"
"1198260";"ENSG00000213556.3";"pseudogene"
"1198263";"ENSG00000148156.6";"protein_coding"
"1198271";"ENSG00000187003.5";"protein_coding"
"1198278";"ENSG00000070061.10";"protein_coding"
"1198457";"ENSG00000119328.7";"protein_coding"
"1198501";"ENSG00000119326.10";"protein_coding"
"1198664";"ENSG00000201227.1";"rRNA"
"1198667";"ENSG00000106771.8";"protein_coding"
"1198781";"ENSG00000199331.1";"misc_RNA"
"1198784";"ENSG00000207698.1";"miRNA"
"1198787";"ENSG00000260230.2";"protein_coding"
"1198802";"ENSG00000095203.10";"protein_coding"
"1198897";"ENSG00000200106.1";"snRNA"
"1198900";"ENSG00000265647.1";"miRNA"
"1198903";"ENSG00000237124.1";"pseudogene"
"1198907";"ENSG00000207329.1";"misc_RNA"
"1198910";"ENSG00000070159.9";"protein_coding"
"1199153";"ENSG00000263861.1";"miRNA"
"1199156";"ENSG00000213539.4";"pseudogene"
"1199160";"ENSG00000243444.3";"protein_coding"
"1199257";"ENSG00000232939.1";"antisense"
"1199262";"ENSG00000157654.13";"protein_coding"
"1199336";"ENSG00000241978.5";"protein_coding"
"1199456";"ENSG00000228053.1";"pseudogene"
"1199459";"ENSG00000188959.9";"protein_coding"
"1199472";"ENSG00000136810.8";"protein_coding"
"1199504";"ENSG00000204193.6";"protein_coding"
"1199567";"ENSG00000165124.13";"protein_coding"
"1199924";"ENSG00000206658.1";"snRNA"
"1199927";"ENSG00000212254.1";"snRNA"
"1199930";"ENSG00000232896.1";"lincRNA"
"1199935";"ENSG00000030304.8";"protein_coding"
"1200076";"ENSG00000223918.1";"pseudogene"
"1200079";"ENSG00000198121.9";"protein_coding"
"1200155";"ENSG00000206923.1";"snRNA"
"1200158";"ENSG00000207401.1";"misc_RNA"
"1200161";"ENSG00000212409.1";"misc_RNA"
"1200164";"ENSG00000227531.1";"lincRNA"
"1200169";"ENSG00000171133.2";"protein_coding"
"1200182";"ENSG00000136813.10";"protein_coding"
"1200521";"ENSG00000223238.1";"rRNA"
"1200524";"ENSG00000173258.8";"protein_coding"
"1200585";"ENSG00000106853.12";"protein_coding"
"1200750";"ENSG00000224644.1";"antisense"
"1200754";"ENSG00000204173.6";"pseudogene"
"1200773";"ENSG00000059769.15";"protein_coding"
"1200828";"ENSG00000244115.1";"protein_coding"
"1200840";"ENSG00000242616.3";"protein_coding"
"1200852";"ENSG00000165181.12";"protein_coding"
"1201104";"ENSG00000224067.2";"pseudogene"
"1201108";"ENSG00000206907.1";"snRNA"
"1201111";"ENSG00000148154.5";"protein_coding"
"1201155";"ENSG00000266315.1";"miRNA"
"1201158";"ENSG00000222356.1";"snRNA"
"1201161";"ENSG00000259953.1";"sense_overlapping"
"1201170";"ENSG00000106868.12";"protein_coding"
"1201367";"ENSG00000222327.1";"snRNA"
"1201370";"ENSG00000200261.1";"misc_RNA"
"1201373";"ENSG00000225513.1";"pseudogene"
"1201376";"ENSG00000119314.11";"protein_coding"
"1201571";"ENSG00000242256.2";"misc_RNA"
"1201574";"ENSG00000199525.1";"rRNA"
"1201577";"ENSG00000243911.2";"misc_RNA"
"1201580";"ENSG00000230081.2";"pseudogene"
"1201584";"ENSG00000213529.3";"pseudogene"
"1201587";"ENSG00000119471.10";"protein_coding"
"1201711";"ENSG00000230185.4";"protein_coding"
"1201737";"ENSG00000165185.10";"protein_coding"
"1201777";"ENSG00000250068.1";"pseudogene"
"1201782";"ENSG00000148153.9";"protein_coding"
"1201852";"ENSG00000226609.1";"antisense"
"1201856";"ENSG00000148158.12";"protein_coding"
"1201898";"ENSG00000119457.7";"protein_coding"
"1201925";"ENSG00000271631.1";"antisense"
"1201928";"ENSG00000237906.1";"pseudogene"
"1201936";"ENSG00000228623.2";"lincRNA"
"1201943";"ENSG00000136866.9";"protein_coding"
"1201982";"ENSG00000225684.3";"lincRNA"
"1201990";"ENSG00000231528.2";"lincRNA"
"1201998";"ENSG00000136867.6";"protein_coding"
"1202030";"ENSG00000119321.4";"protein_coding"
"1202195";"ENSG00000136868.9";"protein_coding"
"1202231";"ENSG00000176386.4";"protein_coding"
"1202251";"ENSG00000136875.8";"protein_coding"
"1202321";"ENSG00000165188.9";"protein_coding"
"1202374";"ENSG00000148225.11";"protein_coding"
"1202506";"ENSG00000119411.10";"protein_coding"
"1202530";"ENSG00000119431.5";"protein_coding"
"1202555";"ENSG00000148218.11";"protein_coding"
"1202675";"ENSG00000148229.8";"protein_coding"
"1202712";"ENSG00000157653.7";"protein_coding"
"1202785";"ENSG00000138835.18";"protein_coding"
"1203240";"ENSG00000237073.1";"antisense"
"1203245";"ENSG00000233817.1";"lincRNA"
"1203249";"ENSG00000227482.1";"lincRNA"
"1203254";"ENSG00000214669.3";"pseudogene"
"1203257";"ENSG00000211556.2";"miRNA"
"1203260";"ENSG00000232905.2";"pseudogene"
"1203263";"ENSG00000157657.10";"protein_coding"
"1203404";"ENSG00000106927.7";"protein_coding"
"1203475";"ENSG00000136883.8";"protein_coding"
"1203570";"ENSG00000196739.10";"protein_coding"
"1203858";"ENSG00000207726.1";"miRNA"
"1203861";"ENSG00000229314.4";"protein_coding"
"1203893";"ENSG00000228278.2";"protein_coding"
"1203924";"ENSG00000106948.12";"protein_coding"
"1204175";"ENSG00000235119.1";"lincRNA"
"1204179";"ENSG00000095397.9";"protein_coding"
"1204271";"ENSG00000271214.1";"pseudogene"
"1204274";"ENSG00000238530.1";"snoRNA"
"1204277";"ENSG00000235797.2";"pseudogene"
"1204280";"ENSG00000136888.6";"protein_coding"
"1204295";"ENSG00000157693.10";"protein_coding"
"1204351";"ENSG00000201749.1";"misc_RNA"
"1204354";"ENSG00000272241.1";"miRNA"
"1204357";"ENSG00000230054.1";"lincRNA"
"1204364";"ENSG00000230601.1";"lincRNA"
"1204370";"ENSG00000230284.1";"pseudogene"
"1204373";"ENSG00000181634.7";"protein_coding"
"1204394";"ENSG00000221734.1";"miRNA"
"1204397";"ENSG00000229817.1";"pseudogene"
"1204400";"ENSG00000106952.3";"protein_coding"
"1204417";"ENSG00000041982.10";"protein_coding"
"1204940";"ENSG00000236461.1";"lincRNA"
"1204948";"ENSG00000173077.10";"protein_coding"
"1204979";"ENSG00000234692.1";"lincRNA"
"1204984";"ENSG00000228714.2";"lincRNA"
"1204989";"ENSG00000204148.3";"lincRNA"
"1204994";"ENSG00000228707.1";"lincRNA"
"1204998";"ENSG00000182752.8";"protein_coding"
"1205094";"ENSG00000221772.2";"miRNA"
"1205097";"ENSG00000226604.2";"antisense"
"1205101";"ENSG00000244757.1";"antisense"
"1205107";"ENSG00000216182.1";"miRNA"
"1205110";"ENSG00000256040.1";"protein_coding"
"1205118";"ENSG00000148219.12";"protein_coding"
"1205433";"ENSG00000229105.1";"antisense"
"1205447";"ENSG00000230894.1";"antisense"
"1205452";"ENSG00000119401.10";"protein_coding"
"1205480";"ENSG00000265662.1";"miRNA"
"1205483";"ENSG00000230734.1";"pseudogene"
"1205486";"ENSG00000207268.1";"snoRNA"
"1205489";"ENSG00000201140.1";"misc_RNA"
"1205492";"ENSG00000222413.1";"misc_RNA"
"1205495";"ENSG00000233516.1";"lincRNA"
"1205499";"ENSG00000233569.1";"lincRNA"
"1205507";"ENSG00000235133.1";"pseudogene"
"1205510";"ENSG00000136869.13";"protein_coding"
"1205541";"ENSG00000201444.1";"snRNA"
"1205544";"ENSG00000251847.1";"snoRNA"
"1205547";"ENSG00000228512.2";"lincRNA"
"1205552";"ENSG00000231901.1";"lincRNA"
"1205558";"ENSG00000234782.2";"pseudogene"
"1205563";"ENSG00000225050.1";"lincRNA"
"1205567";"ENSG00000235201.1";"lincRNA"
"1205571";"ENSG00000231166.2";"pseudogene"
"1205574";"ENSG00000078725.8";"protein_coding"
"1205616";"ENSG00000260970.1";"protein_coding"
"1205628";"ENSG00000261432.1";"lincRNA"
"1205631";"ENSG00000225960.1";"lincRNA"
"1205636";"ENSG00000207814.1";"miRNA"
"1205639";"ENSG00000136861.13";"protein_coding"
"1206316";"ENSG00000106780.7";"protein_coding"
"1206354";"ENSG00000238181.2";"pseudogene"
"1206357";"ENSG00000119402.12";"protein_coding"
"1206429";"ENSG00000214654.5";"pseudogene"
"1206438";"ENSG00000270917.1";"pseudogene"
"1206441";"ENSG00000095261.9";"protein_coding"
"1206532";"ENSG00000226752.3";"antisense"
"1206586";"ENSG00000119403.9";"protein_coding"
"1206747";"ENSG00000056558.6";"protein_coding"
"1206809";"ENSG00000106804.6";"protein_coding"
"1206916";"ENSG00000119397.12";"protein_coding"
"1207328";"ENSG00000119396.6";"protein_coding"
"1207371";"ENSG00000243738.2";"misc_RNA"
"1207374";"ENSG00000148180.12";"protein_coding"
"1207890";"ENSG00000214651.4";"pseudogene"
"1207894";"ENSG00000239593.1";"antisense"
"1207898";"ENSG00000235865.2";"antisense"
"1207901";"ENSG00000148175.8";"protein_coding"
"1207953";"ENSG00000267987.1";"protein_coding"
"1207960";"ENSG00000227355.1";"antisense"
"1207965";"ENSG00000204136.6";"pseudogene"
"1208012";"ENSG00000240299.2";"misc_RNA"
"1208015";"ENSG00000213467.4";"pseudogene"
"1208018";"ENSG00000252940.2";"miRNA"
"1208021";"ENSG00000136848.12";"protein_coding"
"1208208";"ENSG00000229854.1";"antisense"
"1208212";"ENSG00000261534.1";"sense_overlapping"
"1208215";"ENSG00000175764.10";"protein_coding"
"1208278";"ENSG00000237548.1";"processed_transcript"
"1208282";"ENSG00000266583.1";"miRNA"
"1208285";"ENSG00000119421.5";"protein_coding"
"1208312";"ENSG00000185681.8";"protein_coding"
"1208359";"ENSG00000106852.11";"protein_coding"
"1208535";"ENSG00000119446.9";"protein_coding"
"1208566";"ENSG00000272317.1";"miRNA"
"1208569";"ENSG00000148187.13";"protein_coding"
"1208780";"ENSG00000264227.1";"misc_RNA"
"1208783";"ENSG00000269979.1";"lincRNA"
"1208786";"ENSG00000270102.1";"lincRNA"
"1208789";"ENSG00000095303.10";"protein_coding"
"1208911";"ENSG00000269970.1";"sense_intronic"
"1208914";"ENSG00000269738.1";"protein_coding"
"1208920";"ENSG00000233616.2";"lincRNA"
"1208924";"ENSG00000229245.2";"antisense"
"1208932";"ENSG00000231465.2";"antisense"
"1208937";"ENSG00000136834.2";"protein_coding"
"1208945";"ENSG00000197233.7";"protein_coding"
"1208952";"ENSG00000239590.1";"protein_coding"
"1208959";"ENSG00000171505.4";"protein_coding"
"1208966";"ENSG00000171501.7";"protein_coding"
"1208974";"ENSG00000171496.2";"protein_coding"
"1208982";"ENSG00000228914.1";"pseudogene"
"1208985";"ENSG00000234156.1";"antisense"
"1208995";"ENSG00000165202.2";"protein_coding"
"1209003";"ENSG00000171484.3";"protein_coding"
"1209011";"ENSG00000173679.2";"protein_coding"
"1209024";"ENSG00000171481.2";"protein_coding"
"1209032";"ENSG00000226783.1";"pseudogene"
"1209035";"ENSG00000136939.1";"protein_coding"
"1209042";"ENSG00000171459.3";"protein_coding"
"1209055";"ENSG00000232387.2";"pseudogene"
"1209058";"ENSG00000148215.3";"protein_coding"
"1209066";"ENSG00000136940.9";"protein_coding"
"1209098";"ENSG00000165204.2";"protein_coding"
"1209106";"ENSG00000233425.1";"pseudogene"
"1209109";"ENSG00000056586.11";"protein_coding"
"1209390";"ENSG00000212447.1";"snoRNA"
"1209393";"ENSG00000186130.4";"protein_coding"
"1209403";"ENSG00000171448.8";"protein_coding"
"1209422";"ENSG00000261094.2";"sense_overlapping"
"1209428";"ENSG00000011454.12";"protein_coding"
"1209651";"ENSG00000222351.1";"misc_RNA"
"1209654";"ENSG00000213216.2";"pseudogene"
"1209657";"ENSG00000188394.6";"protein_coding"
"1209665";"ENSG00000225078.2";"pseudogene"
"1209670";"ENSG00000236901.3";"sense_intronic"
"1209677";"ENSG00000165209.14";"protein_coding"
"1209902";"ENSG00000148204.7";"protein_coding"
"1210002";"ENSG00000119522.11";"protein_coding"
"1210338";"ENSG00000207991.1";"miRNA"
"1210341";"ENSG00000237336.1";"antisense"
"1210345";"ENSG00000222722.1";"miRNA"
"1210348";"ENSG00000230826.1";"antisense"
"1210352";"ENSG00000229115.1";"pseudogene"
"1210356";"ENSG00000234881.1";"pseudogene"
"1210359";"ENSG00000106689.6";"protein_coding"
"1210406";"ENSG00000236668.2";"antisense"
"1210410";"ENSG00000231227.1";"sense_overlapping"
"1210414";"ENSG00000234921.1";"antisense"
"1210419";"ENSG00000119408.12";"protein_coding"
"1210749";"ENSG00000235204.1";"antisense"
"1210753";"ENSG00000227200.1";"sense_intronic"
"1210757";"ENSG00000264237.1";"miRNA"
"1210760";"ENSG00000136930.8";"protein_coding"
"1210836";"ENSG00000180264.6";"protein_coding"
"1210881";"ENSG00000136931.5";"protein_coding"
"1210925";"ENSG00000231149.2";"lincRNA"
"1210929";"ENSG00000148200.12";"protein_coding"
"1211043";"ENSG00000231744.1";"pseudogene"
"1211047";"ENSG00000241246.2";"misc_RNA"
"1211050";"ENSG00000224020.1";"antisense"
"1211054";"ENSG00000207595.1";"miRNA"
"1211057";"ENSG00000207737.1";"miRNA"
"1211060";"ENSG00000236643.1";"antisense"
"1211065";"ENSG00000185585.15";"protein_coding"
"1211114";"ENSG00000136918.3";"protein_coding"
"1211138";"ENSG00000136942.10";"protein_coding"
"1211189";"ENSG00000136950.9";"protein_coding"
"1211224";"ENSG00000136935.9";"protein_coding"
"1211357";"ENSG00000199313.1";"snRNA"
"1211360";"ENSG00000264641.1";"miRNA"
"1211363";"ENSG00000173611.13";"protein_coding"
"1211525";"ENSG00000177736.3";"pseudogene"
"1211531";"ENSG00000119414.7";"protein_coding"
"1211619";"ENSG00000232630.1";"pseudogene"
"1211622";"ENSG00000235332.2";"pseudogene"
"1211626";"ENSG00000136933.12";"protein_coding"
"1211745";"ENSG00000044574.7";"protein_coding"
"1211767";"ENSG00000239705.1";"antisense"
"1211772";"ENSG00000165219.17";"protein_coding"
"1212429";"ENSG00000214593.3";"pseudogene"
"1212432";"ENSG00000200554.1";"snRNA"
"1212435";"ENSG00000227845.2";"pseudogene"
"1212438";"ENSG00000119487.12";"protein_coding"
"1212767";"ENSG00000243845.2";"misc_RNA"
"1212770";"ENSG00000227068.1";"antisense"
"1212775";"ENSG00000214761.3";"pseudogene"
"1212778";"ENSG00000229582.2";"lincRNA"
"1212784";"ENSG00000167081.12";"protein_coding"
"1212972";"ENSG00000232413.1";"lincRNA"
"1212976";"ENSG00000228392.1";"lincRNA"
"1212981";"ENSG00000196814.10";"protein_coding"
"1213097";"ENSG00000253079.1";"misc_RNA"
"1213100";"ENSG00000252985.1";"snoRNA"
"1213103";"ENSG00000233721.1";"lincRNA"
"1213107";"ENSG00000226078.1";"lincRNA"
"1213111";"ENSG00000221768.1";"miRNA"
"1213114";"ENSG00000221173.1";"miRNA"
"1213117";"ENSG00000224842.2";"antisense"
"1213129";"ENSG00000136944.13";"protein_coding"
"1213235";"ENSG00000238010.1";"sense_intronic"
"1213239";"ENSG00000269909.1";"lincRNA"
"1213242";"ENSG00000266403.1";"miRNA"
"1213245";"ENSG00000169155.5";"protein_coding"
"1213282";"ENSG00000177125.5";"protein_coding"
"1213299";"ENSG00000136828.14";"protein_coding"
"1213564";"ENSG00000136859.5";"protein_coding"
"1213599";"ENSG00000228487.1";"antisense"
"1213604";"ENSG00000136895.14";"protein_coding"
"1214060";"ENSG00000229369.1";"pseudogene"
"1214064";"ENSG00000271833.1";"sense_intronic"
"1214067";"ENSG00000136856.13";"protein_coding"
"1214246";"ENSG00000196152.6";"protein_coding"
"1214279";"ENSG00000197958.8";"protein_coding"
"1214332";"ENSG00000201302.1";"snoRNA"
"1214335";"ENSG00000148356.9";"protein_coding"
"1214608";"ENSG00000200788.1";"misc_RNA"
"1214611";"ENSG00000136830.7";"protein_coding"
"1214702";"ENSG00000136854.13";"protein_coding"
"1214813";"ENSG00000264329.1";"miRNA"
"1214816";"ENSG00000187024.9";"protein_coding"
"1214884";"ENSG00000160401.10";"protein_coding"
"1214933";"ENSG00000167094.11";"protein_coding"
"1215004";"ENSG00000160404.13";"protein_coding"
"1215075";"ENSG00000095370.15";"protein_coding"
"1215286";"ENSG00000136807.7";"protein_coding"
"1215347";"ENSG00000266070.1";"miRNA"
"1215350";"ENSG00000136877.10";"protein_coding"
"1215672";"ENSG00000106991.9";"protein_coding"
"1215758";"ENSG00000225032.1";"antisense"
"1215770";"ENSG00000222421.1";"misc_RNA"
"1215773";"ENSG00000222296.1";"misc_RNA"
"1215776";"ENSG00000222455.1";"rRNA"
"1215779";"ENSG00000106992.13";"protein_coding"
"1215874";"ENSG00000257524.1";"processed_transcript"
"1215889";"ENSG00000263979.1";"miRNA"
"1215892";"ENSG00000160408.10";"protein_coding"
"1216050";"ENSG00000136840.14";"protein_coding"
"1216116";"ENSG00000167103.7";"protein_coding"
"1216214";"ENSG00000227218.3";"antisense"
"1216252";"ENSG00000136908.13";"protein_coding"
"1216288";"ENSG00000167106.7";"protein_coding"
"1216363";"ENSG00000230848.1";"antisense"
"1216367";"ENSG00000171169.8";"protein_coding"
"1216386";"ENSG00000148339.8";"protein_coding"
"1216572";"ENSG00000230536.1";"antisense"
"1216576";"ENSG00000269988.1";"antisense"
"1216579";"ENSG00000234771.2";"antisense"
"1216591";"ENSG00000148334.10";"protein_coding"
"1216709";"ENSG00000232850.1";"protein_coding"
"1216718";"ENSG00000148346.7";"protein_coding"
"1216834";"ENSG00000171159.4";"protein_coding"
"1216856";"ENSG00000148337.15";"protein_coding"
"1217366";"ENSG00000106976.14";"protein_coding"
"1217673";"ENSG00000207581.1";"miRNA"
"1217676";"ENSG00000264823.1";"miRNA"
"1217679";"ENSG00000167110.12";"protein_coding"
"1217897";"ENSG00000221297.1";"miRNA"
"1217900";"ENSG00000175854.7";"protein_coding"
"1217985";"ENSG00000268211.1";"protein_coding"
"1217993";"ENSG00000272960.1";"lincRNA"
"1217996";"ENSG00000273281.1";"lincRNA"
"1217999";"ENSG00000167112.7";"protein_coding"
"1218055";"ENSG00000272696.1";"antisense"
"1218058";"ENSG00000167113.6";"protein_coding"
"1218114";"ENSG00000167114.8";"protein_coding"
"1218163";"ENSG00000223551.1";"pseudogene"
"1218166";"ENSG00000167118.6";"protein_coding"
"1218236";"ENSG00000272593.1";"lincRNA"
"1218239";"ENSG00000207955.2";"lincRNA"
"1218244";"ENSG00000167123.14";"protein_coding"
"1218389";"ENSG00000273186.1";"sense_intronic"
"1218392";"ENSG00000228510.2";"pseudogene"
"1218396";"ENSG00000136811.12";"protein_coding"
"1218996";"ENSG00000225951.1";"antisense"
"1219000";"ENSG00000264891.1";"miRNA"
"1219003";"ENSG00000119392.10";"protein_coding"
"1219116";"ENSG00000228395.1";"antisense"
"1219125";"ENSG00000238406.1";"snRNA"
"1219128";"ENSG00000197694.9";"protein_coding"
"1219508";"ENSG00000119333.7";"protein_coding"
"1219566";"ENSG00000227759.2";"pseudogene"
"1219571";"ENSG00000234705.1";"antisense"
"1219575";"ENSG00000119335.12";"protein_coding"
